Distance,Offset,Elevation
6500.0,0.0,1118.074
6500.0,0.0,1118.074
6500.0,0.0,1118.074
6520.0,-0.0,1118.057
6520.0,-0.0,1118.057
6520.0,0.0,1118.057
6520.0,0.0,1118.057
6520.0,0.0,1118.057
6540.0,-0.0,1118.041
6540.0,-0.0,1118.041
6540.0,0.0,1118.041
6540.0,0.0,1118.041
6540.0,0.0,1118.041
6560.0,-0.0,1118.025
6560.0,-0.0,1118.025
6560.0,0.0,1118.025
6560.0,0.0,1118.025
6560.0,0.0,1118.025
6580.0,-0.0,1118.008
6580.0,-0.0,1118.008
6580.0,0.0,1118.008
6580.0,0.0,1118.008
6580.0,0.0,1118.008
6600.0,-0.0,1117.992
6600.0,-0.0,1117.992
6600.0,0.0,1117.992
6600.0,0.0,1117.992
6600.0,0.0,1117.992
6620.0,-0.0,1117.975
6620.0,-0.0,1117.975
6620.0,0.0,1117.975
6620.0,0.0,1117.975
6620.0,0.0,1117.975
6640.0,-0.0,1117.959
6640.0,-0.0,1117.959
6640.0,0.0,1117.959
6640.0,0.0,1117.959
6640.0,0.0,1117.959
6659.983,-0.0,1117.942
6659.983,-0.0,1117.942
6659.983,0.0,1117.942
6659.983,0.0,1117.942
6659.983,0.0,1117.942
6660.0,-0.0,1117.942
6660.0,-0.0,1117.942
6660.0,0.0,1117.942
6660.0,0.0,1117.942
6660.0,0.0,1117.942
6680.0,-0.0,1117.926
6680.0,-0.0,1117.926
6680.0,0.0,1117.926
6680.0,0.0,1117.926
6680.0,0.0,1117.926
6700.0,-0.0,1117.909
6700.0,-0.0,1117.909
6700.0,0.0,1117.909
6700.0,0.0,1117.909
6700.0,0.0,1117.909
6720.0,-0.0,1117.885
6720.0,-0.0,1117.885
6720.0,0.0,1117.885
6720.0,0.0,1117.885
6720.0,0.0,1117.885
6740.0,-0.0,1117.833
6740.0,-0.0,1117.833
6740.0,0.0,1117.833
6740.0,0.0,1117.833
6740.0,0.0,1117.833
6760.0,-0.0,1117.753
6760.0,-0.0,1117.753
6760.0,0.0,1117.753
6760.0,0.0,1117.753
6760.0,0.0,1117.753
6780.0,-0.0,1117.646
6780.0,-0.0,1117.646
6780.0,0.0,1117.646
6780.0,0.0,1117.646
6780.0,0.0,1117.646
6800.0,-0.0,1117.521
6800.0,-0.0,1117.521
6800.0,0.0,1117.521
6800.0,0.0,1117.521
6800.0,0.0,1117.521
6820.0,-0.0,1117.385
6820.0,-0.0,1117.385
6820.0,0.0,1117.385
6820.0,0.0,1117.385
6820.0,0.0,1117.385
6840.0,-0.0,1117.24
6840.0,-0.0,1117.24
6840.0,0.0,1117.24
6840.0,0.0,1117.24
6840.0,0.0,1117.24
6860.0,-0.0,1117.084
6860.0,-0.0,1117.084
6860.0,0.0,1117.084
6860.0,0.0,1117.084
6860.0,0.0,1117.084
6880.0,-0.0,1116.919
6880.0,-0.0,1116.919
6880.0,0.0,1116.919
6880.0,0.0,1116.919
6880.0,0.0,1116.919
6900.0,-0.0,1116.743
6900.0,-0.0,1116.743
6900.0,0.0,1116.743
6900.0,0.0,1116.743
6900.0,0.0,1116.743
6920.0,-0.0,1116.561
6920.0,-0.0,1116.561
6920.0,0.0,1116.561
6920.0,0.0,1116.561
6920.0,0.0,1116.561
6940.0,-0.0,1116.379
6940.0,-0.0,1116.379
6940.0,0.0,1116.379
6940.0,0.0,1116.379
6940.0,0.0,1116.379
6960.0,-0.0,1116.196
6960.0,-0.0,1116.196
6960.0,0.0,1116.196
6960.0,0.0,1116.196
6960.0,0.0,1116.196
6980.0,-0.0,1116.014
6980.0,-0.0,1116.014
6980.0,0.0,1116.014
6980.0,0.0,1116.014
6980.0,0.0,1116.014
7000.0,-0.0,1115.831
7000.0,-0.0,1115.831
7000.0,0.0,1115.831
7000.0,0.0,1115.831
7000.0,0.0,1115.831
7020.0,-0.0,1115.649
7020.0,-0.0,1115.649
7020.0,0.0,1115.649
7020.0,0.0,1115.649
7020.0,0.0,1115.649
7040.0,-0.0,1115.466
7040.0,-0.0,1115.466
7040.0,0.0,1115.466
7040.0,0.0,1115.466
7040.0,0.0,1115.466
7060.0,-0.0,1115.284
7060.0,-0.0,1115.284
7060.0,0.0,1115.284
7060.0,0.0,1115.284
7060.0,0.0,1115.284
7080.0,-0.0,1115.101
7080.0,-0.0,1115.101
7080.0,0.0,1115.101
7080.0,0.0,1115.101
7080.0,0.0,1115.101
7100.0,-0.0,1114.919
7100.0,-0.0,1114.919
7100.0,0.0,1114.919
7100.0,0.0,1114.919
7100.0,0.0,1114.919
7120.0,-0.0,1114.736
7120.0,-0.0,1114.736
7120.0,0.0,1114.736
7120.0,0.0,1114.736
7120.0,0.0,1114.736
7140.0,-0.0,1114.554
7140.0,-0.0,1114.554
7140.0,0.0,1114.554
7140.0,0.0,1114.554
7140.0,0.0,1114.554
7160.0,-0.0,1114.371
7160.0,-0.0,1114.371
7160.0,0.0,1114.371
7160.0,0.0,1114.371
7160.0,0.0,1114.371
7180.0,-0.0,1114.189
7180.0,-0.0,1114.189
7180.0,0.0,1114.189
7180.0,0.0,1114.189
7180.0,0.0,1114.189
7200.0,-0.0,1114.006
7200.0,-0.0,1114.006
7200.0,0.0,1114.006
7200.0,0.0,1114.006
7200.0,0.0,1114.006
7220.0,-0.0,1113.824
7220.0,-0.0,1113.824
7220.0,0.0,1113.824
7220.0,0.0,1113.824
7220.0,0.0,1113.824
7240.0,-0.0,1113.641
7240.0,-0.0,1113.641
7240.0,0.0,1113.641
7240.0,0.0,1113.641
7240.0,0.0,1113.641
7260.0,-0.0,1113.459
7260.0,-0.0,1113.459
7260.0,0.0,1113.459
7260.0,0.0,1113.459
7260.0,0.0,1113.459
7280.0,-0.0,1113.281
7280.0,-0.0,1113.281
7280.0,0.0,1113.281
7280.0,0.0,1113.281
7280.0,0.0,1113.281
7300.0,-0.0,1113.119
7300.0,-0.0,1113.119
7300.0,0.0,1113.119
7300.0,0.0,1113.119
7300.0,0.0,1113.119
7320.0,-0.0,1112.972
7320.0,-0.0,1112.972
7320.0,0.0,1112.972
7320.0,0.0,1112.972
7320.0,0.0,1112.972
7340.0,-0.0,1112.843
7340.0,-0.0,1112.843
7340.0,0.0,1112.843
7340.0,0.0,1112.843
7340.0,0.0,1112.843
7360.0,-0.0,1112.729
7360.0,-0.0,1112.729
7360.0,0.0,1112.729
7360.0,0.0,1112.729
7360.0,0.0,1112.729
7380.0,-0.0,1112.632
7380.0,-0.0,1112.632
7380.0,0.0,1112.632
7380.0,0.0,1112.632
7380.0,0.0,1112.632
7400.0,-0.0,1112.55
7400.0,-0.0,1112.55
7400.0,0.0,1112.55
7400.0,0.0,1112.55
7400.0,0.0,1112.55
7420.0,-0.0,1112.485
7420.0,-0.0,1112.485
7420.0,0.0,1112.485
7420.0,0.0,1112.485
7420.0,0.0,1112.485
7440.0,-0.0,1112.431
7440.0,-0.0,1112.431
7440.0,0.0,1112.431
7440.0,0.0,1112.431
7440.0,0.0,1112.431
7460.0,-0.0,1112.386
7460.0,-0.0,1112.386
7460.0,0.0,1112.386
7460.0,0.0,1112.386
7460.0,0.0,1112.386
7480.0,-0.0,1112.35
7480.0,-0.0,1112.35
7480.0,0.0,1112.35
7480.0,0.0,1112.35
7480.0,0.0,1112.35
7500.0,-0.0,1112.323
7500.0,-0.0,1112.323
7500.0,0.0,1112.323
7500.0,0.0,1112.323
7500.0,0.0,1112.323
7520.0,-0.0,1112.305
7520.0,-0.0,1112.305
7520.0,0.0,1112.305
7520.0,0.0,1112.305
7520.0,0.0,1112.305
7540.0,-0.0,1112.297
7540.0,-0.0,1112.297
7540.0,0.0,1112.297
7540.0,0.0,1112.297
7540.0,0.0,1112.297
7560.0,-0.0,1112.297
7560.0,-0.0,1112.297
7560.0,0.0,1112.297
7560.0,0.0,1112.297
7560.0,0.0,1112.297
7580.0,-0.0,1112.307
7580.0,-0.0,1112.307
7580.0,0.0,1112.307
7580.0,0.0,1112.307
7580.0,0.0,1112.307
7600.0,-0.0,1112.325
7600.0,-0.0,1112.325
7600.0,0.0,1112.325
7600.0,0.0,1112.325
7600.0,0.0,1112.325
7620.0,-0.0,1112.353
7620.0,-0.0,1112.353
7620.0,0.0,1112.353
7620.0,0.0,1112.353
7620.0,0.0,1112.353
7640.0,-0.0,1112.383
7640.0,-0.0,1112.383
7640.0,0.0,1112.383
7640.0,0.0,1112.383
7640.0,0.0,1112.383
7660.0,-0.0,1112.413
7660.0,-0.0,1112.413
7660.0,0.0,1112.413
7660.0,0.0,1112.413
7660.0,0.0,1112.413
7680.0,-0.0,1112.443
7680.0,-0.0,1112.443
7680.0,0.0,1112.443
7680.0,0.0,1112.443
7680.0,0.0,1112.443
7700.0,-0.0,1112.473
7700.0,-0.0,1112.473
7700.0,0.0,1112.473
7700.0,0.0,1112.473
7700.0,0.0,1112.473
7720.0,-0.0,1112.503
7720.0,-0.0,1112.503
7720.0,0.0,1112.503
7720.0,0.0,1112.503
7720.0,0.0,1112.503
7740.0,-0.0,1112.533
7740.0,-0.0,1112.533
7740.0,0.0,1112.533
7740.0,0.0,1112.533
7740.0,0.0,1112.533
7760.0,-0.0,1112.563
7760.0,-0.0,1112.563
7760.0,0.0,1112.563
7760.0,0.0,1112.563
7760.0,0.0,1112.563
7780.0,-0.0,1112.593
7780.0,-0.0,1112.593
7780.0,0.0,1112.593
7780.0,0.0,1112.593
7780.0,0.0,1112.593
7800.0,-0.0,1112.623
7800.0,-0.0,1112.623
7800.0,0.0,1112.623
7800.0,0.0,1112.623
7800.0,0.0,1112.623
7820.0,-0.0,1112.653
7820.0,-0.0,1112.653
7820.0,0.0,1112.653
7820.0,0.0,1112.653
7820.0,0.0,1112.653
7840.0,-0.0,1112.683
7840.0,-0.0,1112.683
7840.0,0.0,1112.683
7840.0,0.0,1112.683
7840.0,0.0,1112.683
7860.0,-0.0,1112.713
7860.0,-0.0,1112.713
7860.0,0.0,1112.713
7860.0,0.0,1112.713
7860.0,0.0,1112.713
7880.0,-0.0,1112.743
7880.0,-0.0,1112.743
7880.0,0.0,1112.743
7880.0,0.0,1112.743
7880.0,0.0,1112.743
7900.0,-0.0,1112.773
7900.0,-0.0,1112.773
7900.0,0.0,1112.773
7900.0,0.0,1112.773
7900.0,0.0,1112.773
7920.0,-0.0,1112.803
7920.0,-0.0,1112.803
7920.0,0.0,1112.803
7920.0,0.0,1112.803
7920.0,0.0,1112.803
7940.0,-0.0,1112.833
7940.0,-0.0,1112.833
7940.0,0.0,1112.833
7940.0,0.0,1112.833
7940.0,0.0,1112.833
7960.0,-0.0,1112.863
7960.0,-0.0,1112.863
7960.0,0.0,1112.863
7960.0,0.0,1112.863
7960.0,0.0,1112.863
7980.0,-0.0,1112.893
7980.0,-0.0,1112.893
7980.0,0.0,1112.893
7980.0,0.0,1112.893
7980.0,0.0,1112.893
8000.0,-0.0,1112.923
8000.0,-0.0,1112.923
8000.0,0.0,1112.923
8000.0,0.0,1112.923
8000.0,0.0,1112.923
8020.0,-0.0,1112.953
8020.0,-0.0,1112.953
8020.0,0.0,1112.953
8020.0,0.0,1112.953
8020.0,0.0,1112.953
8040.0,-0.0,1112.983
8040.0,-0.0,1112.983
8040.0,0.0,1112.983
8040.0,0.0,1112.983
8040.0,0.0,1112.983
8060.0,-0.0,1113.013
8060.0,-0.0,1113.013
8060.0,0.0,1113.013
8060.0,0.0,1113.013
8060.0,0.0,1113.013
8080.0,-0.0,1113.043
8080.0,-0.0,1113.043
8080.0,0.0,1113.043
8080.0,0.0,1113.043
8080.0,0.0,1113.043
8100.0,-0.0,1113.073
8100.0,-0.0,1113.073
8100.0,0.0,1113.073
8100.0,0.0,1113.073
8100.0,0.0,1113.073
8120.0,-0.0,1113.103
8120.0,-0.0,1113.103
8120.0,0.0,1113.103
8120.0,0.0,1113.103
8120.0,0.0,1113.103
8140.0,-0.0,1113.128
8140.0,-0.0,1113.128
8140.0,0.0,1113.128
8140.0,0.0,1113.128
8140.0,0.0,1113.128
8160.0,-0.0,1113.136
8160.0,-0.0,1113.136
8160.0,0.0,1113.136
8160.0,0.0,1113.136
8160.0,0.0,1113.136
8180.0,-0.0,1113.129
8180.0,-0.0,1113.129
8180.0,0.0,1113.129
8180.0,0.0,1113.129
8180.0,0.0,1113.129
8200.0,-0.0,1113.104
8200.0,-0.0,1113.104
8200.0,0.0,1113.104
8200.0,0.0,1113.104
8200.0,0.0,1113.104
8220.0,-0.0,1113.064
8220.0,-0.0,1113.064
8220.0,0.0,1113.064
8220.0,0.0,1113.064
8220.0,0.0,1113.064
8240.0,-0.0,1113.006
8240.0,-0.0,1113.006
8240.0,0.0,1113.006
8240.0,0.0,1113.006
8240.0,0.0,1113.006
8260.0,-0.0,1112.933
8260.0,-0.0,1112.933
8260.0,0.0,1112.933
8260.0,0.0,1112.933
8260.0,0.0,1112.933
8280.0,-0.0,1112.842
8280.0,-0.0,1112.842
8280.0,0.0,1112.842
8280.0,0.0,1112.842
8280.0,0.0,1112.842
8300.0,-0.0,1112.719
8300.0,-0.0,1112.719
8300.0,0.0,1112.719
8300.0,0.0,1112.719
8300.0,0.0,1112.719
8320.0,-0.0,1112.559
8320.0,-0.0,1112.559
8320.0,0.0,1112.559
8320.0,0.0,1112.559
8320.0,0.0,1112.559
8340.0,-0.0,1112.362
8340.0,-0.0,1112.362
8340.0,0.0,1112.362
8340.0,0.0,1112.362
8340.0,0.0,1112.362
8360.0,-0.0,1112.127
8360.0,-0.0,1112.127
8360.0,0.0,1112.127
8360.0,0.0,1112.127
8360.0,0.0,1112.127
8380.0,-0.0,1111.858
8380.0,-0.0,1111.858
8380.0,0.0,1111.858
8380.0,0.0,1111.858
8380.0,0.0,1111.858
8400.0,-0.0,1111.579
8400.0,-0.0,1111.579
8400.0,0.0,1111.579
8400.0,0.0,1111.579
8400.0,0.0,1111.579
8420.0,-0.0,1111.299
8420.0,-0.0,1111.299
8420.0,0.0,1111.299
8420.0,0.0,1111.299
8420.0,0.0,1111.299
8440.0,-0.0,1111.02
8440.0,-0.0,1111.02
8440.0,0.0,1111.02
8440.0,0.0,1111.02
8440.0,0.0,1111.02
8458.82,-0.0,1110.758
8458.82,-0.0,1110.758
8458.82,0.0,1110.758
8458.82,0.0,1110.758
8458.82,0.0,1110.758
8460.0,-0.0,1110.741
8460.0,-0.0,1110.741
8460.0,0.0,1110.741
8460.0,0.0,1110.741
8460.0,0.0,1110.741
8471.061,-0.0,1110.587
8471.061,-0.0,1110.587
8471.061,0.0,1110.587
8471.061,0.0,1110.587
8471.061,0.0,1110.587
8480.0,-0.0,1110.462
8480.0,-0.0,1110.462
8480.0,0.0,1110.462
8480.0,0.0,1110.462
8480.0,0.0,1110.462
8500.0,-0.0,1110.183
8500.0,-0.0,1110.183
8500.0,0.0,1110.183
8500.0,0.0,1110.183
8500.0,0.0,1110.183
8520.0,-0.0,1109.904
8520.0,-0.0,1109.904
8520.0,0.0,1109.904
8520.0,0.0,1109.904
8520.0,0.0,1109.904
8540.0,-0.0,1109.625
8540.0,-0.0,1109.625
8540.0,0.0,1109.625
8540.0,0.0,1109.625
8540.0,0.0,1109.625
8546.094,-0.0,1109.539
8546.094,-0.0,1109.539
8546.094,0.0,1109.539
8546.094,0.0,1109.539
8546.094,0.0,1109.539
8550.783,-0.0,1109.474
8550.783,-0.0,1109.474
8550.783,0.0,1109.474
8550.783,0.0,1109.474
8550.783,0.0,1109.474
8553.363,-0.0,1109.438
8553.363,-0.0,1109.438
8553.363,0.0,1109.438
8553.363,0.0,1109.438
8553.363,0.0,1109.438
8555.916,-0.0,1109.402
8555.916,-0.0,1109.402
8555.916,0.0,1109.402
8555.916,0.0,1109.402
8555.916,0.0,1109.402
8558.125,-0.0,1109.372
8558.125,-0.0,1109.372
8558.125,0.0,1109.372
8558.125,0.0,1109.372
8558.125,0.0,1109.372
8560.0,-0.0,1109.345
8560.0,-0.0,1109.345
8560.0,0.0,1109.345
8560.0,0.0,1109.345
8560.0,0.0,1109.345
8560.983,-0.0,1109.332
8560.983,-0.0,1109.332
8560.983,0.0,1109.332
8560.983,0.0,1109.332
8560.983,0.0,1109.332
8580.0,-0.0,1109.066
8580.0,-0.0,1109.066
8580.0,0.0,1109.066
8580.0,0.0,1109.066
8580.0,0.0,1109.066
8600.0,-0.0,1108.787
8600.0,-0.0,1108.787
8600.0,0.0,1108.787
8600.0,0.0,1108.787
8600.0,0.0,1108.787
8620.0,-0.0,1108.508
8620.0,-0.0,1108.508
8620.0,0.0,1108.508
8620.0,0.0,1108.508
8620.0,0.0,1108.508
8640.0,-0.0,1108.229
8640.0,-0.0,1108.229
8640.0,0.0,1108.229
8640.0,0.0,1108.229
8640.0,0.0,1108.229
8660.0,-0.0,1107.95
8660.0,-0.0,1107.95
8660.0,0.0,1107.95
8660.0,0.0,1107.95
8660.0,0.0,1107.95
8680.0,-0.0,1107.671
8680.0,-0.0,1107.671
8680.0,0.0,1107.671
8680.0,0.0,1107.671
8680.0,0.0,1107.671
8680.14,-0.0,1107.669
8680.14,-0.0,1107.669
8680.14,0.0,1107.669
8680.14,0.0,1107.669
8680.14,0.0,1107.669
8684.884,-0.0,1107.602
8684.884,-0.0,1107.602
8684.884,0.0,1107.602
8684.884,0.0,1107.602
8684.884,0.0,1107.602
8700.0,-0.0,1107.391
8700.0,-0.0,1107.391
8700.0,0.0,1107.391
8700.0,0.0,1107.391
8700.0,0.0,1107.391
8720.0,-0.0,1107.112
8720.0,-0.0,1107.112
8720.0,0.0,1107.112
8720.0,0.0,1107.112
8720.0,0.0,1107.112
8740.0,-0.0,1106.833
8740.0,-0.0,1106.833
8740.0,0.0,1106.833
8740.0,0.0,1106.833
8740.0,0.0,1106.833
8760.0,-0.0,1106.554
8760.0,-0.0,1106.554
8760.0,0.0,1106.554
8760.0,0.0,1106.554
8760.0,0.0,1106.554
8773.428,-4.8,1106.306
8773.428,-3.65,1106.328
8773.428,0.0,1106.366
8773.428,3.65,1106.293
8773.428,4.8,1106.271
8780.0,-4.87,1106.233
8780.0,-3.64,1106.257
8780.0,0.0,1106.275
8780.0,3.64,1106.202
8780.0,4.84,1106.178
8790.0,-4.96,1106.122
8790.0,-3.63,1106.148
8790.0,0.0,1106.135
8790.0,3.63,1106.063
8790.0,4.9,1106.037
8800.0,-5.06,1106.01
8800.0,-3.62,1106.039
8800.0,0.0,1105.996
8800.0,3.62,1105.923
8800.0,4.96,1105.896
8810.0,-5.16,1105.899
8810.0,-3.61,1105.93
8810.0,0.0,1105.856
8810.0,3.61,1105.782
8810.0,5.02,1105.753
8820.0,-5.26,1105.788
8820.0,-3.6,1105.821
8820.0,0.0,1105.716
8820.0,3.6,1105.612
8820.0,5.08,1105.569
8823.751,-5.3,1105.797
8823.751,-3.6,1105.78
8823.751,0.0,1105.664
8823.751,3.6,1105.548
8823.751,5.1,1105.5
8830.0,-5.3,1105.72
8830.0,-3.6,1105.703
8830.0,0.0,1105.577
8830.0,3.6,1105.451
8830.0,5.1,1105.398
8840.0,-5.3,1105.58
8840.0,-3.6,1105.563
8840.0,0.0,1105.437
8840.0,3.6,1105.311
8840.0,5.1,1105.259
8850.0,-5.3,1105.441
8850.0,-3.6,1105.424
8850.0,0.0,1105.298
8850.0,3.6,1105.172
8850.0,5.1,1105.119
8860.0,-5.3,1105.295
8860.0,-3.6,1105.278
8860.0,0.0,1105.158
8860.0,3.6,1105.038
8860.0,5.1,1104.989
8870.0,-5.3,1105.147
8870.0,-3.6,1105.13
8870.0,0.0,1105.019
8870.0,3.6,1104.907
8870.0,5.1,1104.861
8874.074,-5.3,1105.087
8874.074,-3.6,1105.07
8874.074,0.0,1104.962
8874.074,3.6,1104.854
8874.074,5.1,1104.809
8880.0,-5.3,1104.999
8880.0,-3.6,1104.982
8880.0,0.0,1104.879
8880.0,3.6,1104.776
8880.0,5.1,1104.733
8900.0,-5.3,1104.703
8900.0,-3.6,1104.686
8900.0,0.0,1104.6
8900.0,3.6,1104.513
8900.0,5.1,1104.477
8920.0,-5.3,1104.413
8920.0,-3.6,1104.396
8920.0,0.0,1104.324
8920.0,3.6,1104.252
8920.0,5.1,1104.222
8940.0,-5.3,1104.145
8940.0,-3.6,1104.128
8940.0,0.0,1104.056
8940.0,3.6,1103.984
8940.0,5.1,1103.954
8960.0,-5.3,1103.884
8960.0,-3.6,1103.867
8960.0,0.0,1103.795
8960.0,3.6,1103.723
8960.0,5.1,1103.693
8980.0,-5.3,1103.62
8980.0,-3.6,1103.603
8980.0,0.0,1103.542
8980.0,3.6,1103.481
8980.0,5.1,1103.451
9000.0,-5.3,1103.295
9000.0,-3.6,1103.295
9000.0,0.0,1103.296
9000.0,3.6,1103.296
9000.0,5.1,1103.266
9011.944,-5.3,1103.097
9011.944,-3.6,1103.114
9011.944,0.0,1103.151
9011.944,3.6,1103.187
9011.944,5.1,1103.157
9014.084,-5.3,1103.061
9014.084,-3.6,1103.082
9014.084,0.0,1103.125
9014.084,3.6,1103.168
9014.084,5.1,1103.138
9016.301,-5.3,1103.025
9016.301,-3.6,1103.048
9016.301,0.0,1103.098
9016.301,3.6,1103.148
9016.301,5.1,1103.118
9018.334,-5.3,1102.991
9018.334,-3.6,1103.017
9018.334,0.0,1103.073
9018.334,3.6,1103.13
9018.334,5.1,1103.099
9019.609,-5.3,1102.97
9019.609,-3.6,1102.998
9019.609,0.0,1103.058
9019.609,3.6,1103.118
9019.609,5.1,1103.088
9020.0,-5.3,1102.963
9020.0,-3.6,1102.992
9020.0,0.0,1103.053
9020.0,3.6,1103.114
9020.0,5.1,1103.084
9020.485,-5.3,1102.955
9020.485,-3.6,1102.985
9020.485,0.0,1103.047
9020.485,3.6,1103.11
9020.485,5.1,1103.08
9030.0,-5.3,1102.797
9030.0,-3.6,1102.84
9030.0,0.0,1102.932
9030.0,3.6,1103.023
9030.0,5.1,1102.993
9040.0,-5.3,1102.628
9040.0,-3.6,1102.686
9040.0,0.0,1102.808
9040.0,3.6,1102.93
9040.0,5.1,1102.9
9050.0,-5.3,1102.496
9050.0,-3.6,1102.555
9050.0,0.0,1102.681
9050.0,3.6,1102.807
9050.0,5.1,1102.777
9060.0,-5.3,1102.367
9060.0,-3.6,1102.427
9060.0,0.0,1102.553
9060.0,3.6,1102.679
9060.0,5.1,1102.649
9070.0,-5.3,1102.236
9070.0,-3.6,1102.295
9070.0,0.0,1102.421
9070.0,3.6,1102.547
9070.0,5.1,1102.517
9070.621,-5.3,1102.228
9070.621,-3.6,1102.287
9070.621,0.0,1102.413
9070.621,3.6,1102.539
9070.621,5.1,1102.509
9080.0,-5.3,1102.102
9080.0,-3.6,1102.161
9080.0,0.0,1102.287
9080.0,3.6,1102.413
9080.0,5.1,1102.383
9090.0,-5.3,1101.966
9090.0,-3.6,1102.025
9090.0,0.0,1102.151
9090.0,3.6,1102.277
9090.0,5.1,1102.247
9100.0,-5.3,1101.827
9100.0,-3.6,1101.886
9100.0,0.0,1102.012
9100.0,3.6,1102.138
9100.0,5.1,1102.108
9110.0,-5.3,1101.73
9110.0,-3.6,1101.775
9110.0,0.0,1101.871
9110.0,3.6,1101.966
9110.0,5.1,1101.936
9120.0,-5.3,1101.631
9120.0,-3.6,1101.662
9120.0,0.0,1101.727
9120.0,3.6,1101.792
9120.0,5.1,1101.762
9121.632,-5.3,1101.615
9121.632,-3.6,1101.643
9121.632,0.0,1101.703
9121.632,3.6,1101.763
9121.632,5.1,1101.733
9140.0,-5.3,1101.425
9140.0,-3.6,1101.427
9140.0,0.0,1101.431
9140.0,3.6,1101.435
9140.0,5.1,1101.405
9160.0,-5.3,1101.2
9160.0,-3.6,1101.183
9160.0,0.0,1101.126
9160.0,3.6,1101.069
9160.0,5.1,1101.039
9180.0,-5.3,1100.899
9180.0,-3.6,1100.882
9180.0,0.0,1100.81
9180.0,3.6,1100.738
9180.0,5.1,1100.708
9200.0,-5.3,1100.581
9200.0,-3.6,1100.564
9200.0,0.0,1100.492
9200.0,3.6,1100.42
9200.0,5.1,1100.39
9220.0,-5.3,1100.267
9220.0,-3.6,1100.25
9220.0,0.0,1100.178
9220.0,3.6,1100.106
9220.0,5.1,1100.076
9240.0,-5.3,1099.961
9240.0,-3.6,1099.944
9240.0,0.0,1099.872
9240.0,3.6,1099.8
9240.0,5.1,1099.77
9260.0,-5.3,1099.663
9260.0,-3.6,1099.646
9260.0,0.0,1099.574
9260.0,3.6,1099.502
9260.0,5.1,1099.472
9280.0,-5.3,1099.372
9280.0,-3.6,1099.355
9280.0,0.0,1099.283
9280.0,3.6,1099.211
9280.0,5.1,1099.181
9300.0,-5.3,1099.09
9300.0,-3.6,1099.073
9300.0,0.0,1099.001
9300.0,3.6,1098.929
9300.0,5.1,1098.899
9320.0,-5.3,1098.812
9320.0,-3.6,1098.795
9320.0,0.0,1098.723
9320.0,3.6,1098.651
9320.0,5.1,1098.621
9326.676,-5.3,1098.719
9326.676,-3.6,1098.702
9326.676,0.0,1098.63
9326.676,3.6,1098.558
9326.676,5.1,1098.528
9328.232,-5.3,1098.697
9328.232,-3.6,1098.68
9328.232,0.0,1098.608
9328.232,3.6,1098.536
9328.232,5.1,1098.506
9335.544,-5.3,1098.595
9335.544,-3.6,1098.578
9335.544,0.0,1098.506
9335.544,3.6,1098.434
9335.544,5.1,1098.404
9340.0,-5.3,1098.533
9340.0,-3.6,1098.516
9340.0,0.0,1098.444
9340.0,3.6,1098.372
9340.0,5.1,1098.342
9341.791,-5.3,1098.508
9341.791,-3.6,1098.491
9341.791,0.0,1098.419
9341.791,3.6,1098.347
9341.791,5.1,1098.317
9344.127,-5.3,1098.476
9344.127,-3.6,1098.459
9344.127,0.0,1098.387
9344.127,3.6,1098.315
9344.127,5.1,1098.285
9360.0,-5.3,1098.262
9360.0,-3.6,1098.245
9360.0,0.0,1098.173
9360.0,3.6,1098.101
9360.0,5.1,1098.071
9380.0,-5.3,1098.012
9380.0,-3.6,1097.995
9380.0,0.0,1097.923
9380.0,3.6,1097.851
9380.0,5.1,1097.821
9400.0,-5.3,1097.785
9400.0,-3.6,1097.768
9400.0,0.0,1097.696
9400.0,3.6,1097.624
9400.0,5.1,1097.594
9420.0,-5.3,1097.61
9420.0,-3.6,1097.593
9420.0,0.0,1097.521
9420.0,3.6,1097.449
9420.0,5.1,1097.419
9440.0,-5.3,1097.456
9440.0,-3.6,1097.439
9440.0,0.0,1097.367
9440.0,3.6,1097.295
9440.0,5.1,1097.265
9460.0,-5.3,1097.208
9460.0,-3.6,1097.191
9460.0,0.0,1097.119
9460.0,3.6,1097.047
9460.0,5.1,1097.017
9480.0,-5.3,1096.899
9480.0,-3.6,1096.882
9480.0,0.0,1096.81
9480.0,3.6,1096.738
9480.0,5.1,1096.708
9500.0,-5.3,1096.553
9500.0,-3.6,1096.536
9500.0,0.0,1096.464
9500.0,3.6,1096.392
9500.0,5.1,1096.362
9503.078,-5.3,1096.496
9503.078,-3.6,1096.479
9503.078,0.0,1096.407
9503.078,3.6,1096.335
9503.078,5.1,1096.305
9505.478,-5.3,1096.451
9505.478,-3.6,1096.434
9505.478,0.0,1096.362
9505.478,3.6,1096.29
9505.478,5.1,1096.26
9508.94,-5.3,1096.386
9508.94,-3.6,1096.369
9508.94,0.0,1096.297
9508.94,3.6,1096.225
9508.94,5.1,1096.195
9515.385,-5.3,1096.265
9515.385,-3.6,1096.248
9515.385,0.0,1096.176
9515.385,3.6,1096.104
9515.385,5.1,1096.074
9520.0,-5.3,1096.18
9520.0,-3.6,1096.163
9520.0,0.0,1096.091
9520.0,3.6,1096.019
9520.0,5.1,1095.989
9521.815,-5.3,1096.147
9521.815,-3.6,1096.13
9521.815,0.0,1096.058
9521.815,3.6,1095.986
9521.815,5.1,1095.956
9540.0,-5.3,1095.827
9540.0,-3.6,1095.81
9540.0,0.0,1095.738
