Distance,Offset,Elevation
0.0,-0.0,1094.048
0.0,-0.0,1094.048
0.0,0.0,1094.048
0.0,0.0,1094.048
0.0,0.0,1094.048
10.0,-0.0,1094.24
10.0,-0.0,1094.24
10.0,0.0,1094.24
10.0,0.0,1094.24
10.0,0.0,1094.24
20.0,-0.0,1094.432
20.0,-0.0,1094.432
20.0,0.0,1094.432
20.0,0.0,1094.432
20.0,0.0,1094.432
30.0,-5.3,1094.439
30.0,-3.6,1094.499
30.0,0.0,1094.625
30.0,3.6,1094.751
30.0,5.1,1094.721
40.0,-5.3,1094.632
40.0,-3.6,1094.691
40.0,0.0,1094.817
40.0,3.6,1094.943
40.0,5.1,1094.913
50.0,-5.3,1094.819
50.0,-3.6,1094.879
50.0,0.0,1095.005
50.0,3.6,1095.131
50.0,5.1,1095.101
60.0,-5.3,1094.997
60.0,-3.6,1095.056
60.0,0.0,1095.182
60.0,3.6,1095.308
60.0,5.1,1095.278
70.0,-5.3,1095.164
70.0,-3.6,1095.223
70.0,0.0,1095.349
70.0,3.6,1095.475
70.0,5.1,1095.445
80.0,-5.3,1095.321
80.0,-3.6,1095.38
80.0,0.0,1095.506
80.0,3.6,1095.632
80.0,5.1,1095.602
90.0,-5.3,1095.468
90.0,-3.6,1095.527
90.0,0.0,1095.653
90.0,3.6,1095.779
90.0,5.1,1095.749
100.0,-5.3,1095.604
100.0,-3.6,1095.663
100.0,0.0,1095.789
100.0,3.6,1095.915
100.0,5.1,1095.885
110.0,-5.3,1095.73
110.0,-3.6,1095.789
110.0,0.0,1095.915
110.0,3.6,1096.041
110.0,5.1,1096.011
120.0,-5.3,1095.846
120.0,-3.6,1095.905
120.0,0.0,1096.031
120.0,3.6,1096.157
120.0,5.1,1096.127
130.0,-5.3,1095.956
130.0,-3.6,1096.015
130.0,0.0,1096.141
130.0,3.6,1096.267
130.0,5.1,1096.237
140.0,-5.3,1096.066
140.0,-3.6,1096.125
140.0,0.0,1096.251
140.0,3.6,1096.377
140.0,5.1,1096.347
150.0,-5.3,1096.176
150.0,-3.6,1096.235
150.0,0.0,1096.361
150.0,3.6,1096.487
150.0,5.1,1096.457
159.612,-5.3,1096.281
159.612,-3.6,1096.341
159.612,0.0,1096.467
159.612,3.6,1096.593
159.612,5.1,1096.563
160.0,-5.3,1096.286
160.0,-3.6,1096.345
160.0,0.0,1096.471
160.0,3.6,1096.597
160.0,5.1,1096.567
170.0,-5.3,1096.396
170.0,-3.6,1096.455
170.0,0.0,1096.581
170.0,3.6,1096.707
170.0,5.1,1096.677
180.0,-5.3,1096.504
180.0,-3.6,1096.563
180.0,0.0,1096.689
180.0,3.6,1096.815
180.0,5.1,1096.785
190.0,-5.3,1096.601
190.0,-3.6,1096.661
190.0,0.0,1096.786
190.0,3.6,1096.912
190.0,5.1,1096.882
200.0,-5.3,1096.688
200.0,-3.6,1096.747
200.0,0.0,1096.873
200.0,3.6,1096.999
200.0,5.1,1096.969
210.0,-5.3,1096.764
210.0,-3.6,1096.824
210.0,0.0,1096.95
210.0,3.6,1097.076
210.0,5.1,1097.046
220.0,-5.3,1096.83
220.0,-3.6,1096.889
220.0,0.0,1097.015
220.0,3.6,1097.141
220.0,5.1,1097.111
230.0,-5.3,1096.884
230.0,-3.6,1096.943
230.0,0.0,1097.069
230.0,3.6,1097.195
230.0,5.1,1097.165
240.0,-5.3,1096.928
240.0,-3.6,1096.987
240.0,0.0,1097.113
240.0,3.6,1097.239
240.0,5.1,1097.209
250.0,-5.3,1096.961
250.0,-3.6,1097.021
250.0,0.0,1097.146
250.0,3.6,1097.272
250.0,5.1,1097.242
260.0,-5.3,1096.983
260.0,-3.6,1097.043
260.0,0.0,1097.169
260.0,3.6,1097.295
260.0,5.1,1097.265
270.0,-5.3,1096.995
270.0,-3.6,1097.054
270.0,0.0,1097.18
270.0,3.6,1097.306
270.0,5.1,1097.276
280.0,-5.3,1096.998
280.0,-3.6,1097.057
280.0,0.0,1097.183
280.0,3.6,1097.309
280.0,5.1,1097.279
290.0,-5.3,1097.0
290.0,-3.6,1097.06
290.0,0.0,1097.186
290.0,3.6,1097.312
290.0,5.1,1097.282
293.759,-5.3,1097.001
293.759,-3.6,1097.061
293.759,0.0,1097.187
293.759,3.6,1097.313
293.759,5.1,1097.283
296.269,-5.3,1097.002
296.269,-3.6,1097.061
296.269,0.0,1097.187
296.269,3.6,1097.313
296.269,5.1,1097.283
298.307,-5.3,1097.005
298.307,-3.6,1097.064
298.307,0.0,1097.188
298.307,3.6,1097.311
298.307,5.1,1097.281
300.0,-5.3,1097.014
300.0,-3.6,1097.07
300.0,0.0,1097.188
300.0,3.6,1097.307
300.0,5.1,1097.277
300.909,-5.3,1097.018
300.909,-3.6,1097.072
300.909,0.0,1097.188
300.909,3.6,1097.304
300.909,5.1,1097.274
303.246,-5.3,1097.029
303.246,-3.6,1097.08
303.246,0.0,1097.189
303.246,3.6,1097.297
303.246,5.1,1097.267
306.129,-5.3,1097.042
306.129,-3.6,1097.09
306.129,0.0,1097.189
306.129,3.6,1097.289
306.129,5.1,1097.259
310.0,-5.3,1097.061
310.0,-3.6,1097.102
310.0,0.0,1097.19
310.0,3.6,1097.279
310.0,5.1,1097.249
319.224,-5.3,1097.104
319.224,-3.6,1097.133
319.224,0.0,1097.193
319.224,3.6,1097.253
319.224,5.1,1097.223
320.0,-5.3,1097.108
320.0,-3.6,1097.135
320.0,0.0,1097.193
320.0,3.6,1097.25
320.0,5.1,1097.22
340.0,-5.3,1097.218
340.0,-3.6,1097.201
340.0,0.0,1097.198
340.0,3.6,1097.194
340.0,5.1,1097.164
360.0,-5.3,1097.285
360.0,-3.6,1097.268
360.0,0.0,1097.203
360.0,3.6,1097.139
360.0,5.1,1097.109
380.0,-5.3,1097.303
380.0,-3.6,1097.286
380.0,0.0,1097.214
380.0,3.6,1097.142
380.0,5.1,1097.112
400.0,-5.3,1097.321
400.0,-3.6,1097.304
400.0,0.0,1097.232
400.0,3.6,1097.16
400.0,5.1,1097.13
420.0,-5.3,1097.344
420.0,-3.6,1097.327
420.0,0.0,1097.255
420.0,3.6,1097.182
420.0,5.1,1097.152
440.0,-5.3,1097.372
440.0,-3.6,1097.355
440.0,0.0,1097.283
440.0,3.6,1097.211
440.0,5.1,1097.181
460.0,-5.3,1097.407
460.0,-3.6,1097.39
460.0,0.0,1097.318
460.0,3.6,1097.246
460.0,5.1,1097.216
480.0,-5.3,1097.448
480.0,-3.6,1097.431
480.0,0.0,1097.359
480.0,3.6,1097.287
480.0,5.1,1097.257
500.0,-5.3,1097.494
500.0,-3.6,1097.477
500.0,0.0,1097.405
500.0,3.6,1097.333
500.0,5.1,1097.303
520.0,-5.3,1097.543
520.0,-3.6,1097.526
520.0,0.0,1097.454
520.0,3.6,1097.382
520.0,5.1,1097.352
540.0,-5.3,1097.592
540.0,-3.6,1097.575
540.0,0.0,1097.503
540.0,3.6,1097.431
540.0,5.1,1097.401
560.0,-5.3,1097.641
560.0,-3.6,1097.624
560.0,0.0,1097.552
560.0,3.6,1097.48
560.0,5.1,1097.45
580.0,-5.3,1097.69
580.0,-3.6,1097.673
580.0,0.0,1097.601
580.0,3.6,1097.529
580.0,5.1,1097.499
600.0,-5.3,1097.738
600.0,-3.6,1097.721
600.0,0.0,1097.649
600.0,3.6,1097.577
600.0,5.1,1097.547
620.0,-5.3,1097.787
620.0,-3.6,1097.77
620.0,0.0,1097.698
620.0,3.6,1097.626
620.0,5.1,1097.596
640.0,-5.3,1097.836
640.0,-3.6,1097.819
640.0,0.0,1097.747
640.0,3.6,1097.675
640.0,5.1,1097.645
660.0,-5.3,1097.885
660.0,-3.6,1097.868
660.0,0.0,1097.796
660.0,3.6,1097.724
660.0,5.1,1097.694
680.0,-5.3,1097.934
680.0,-3.6,1097.917
680.0,0.0,1097.845
680.0,3.6,1097.773
680.0,5.1,1097.743
687.277,-5.3,1097.952
687.277,-3.6,1097.935
687.277,0.0,1097.863
687.277,3.6,1097.791
687.277,5.1,1097.76
693.67,-5.3,1097.967
693.67,-3.6,1097.95
693.67,0.0,1097.878
693.67,3.6,1097.806
693.67,5.1,1097.776
696.088,-5.3,1097.973
696.088,-3.6,1097.956
696.088,0.0,1097.884
696.088,3.6,1097.812
696.088,5.1,1097.782
698.453,-5.3,1097.979
698.453,-3.6,1097.962
698.453,0.0,1097.89
698.453,3.6,1097.818
698.453,5.1,1097.788
700.0,-5.3,1097.983
700.0,-3.6,1097.966
700.0,0.0,1097.894
700.0,3.6,1097.822
700.0,5.1,1097.792
703.158,-5.3,1097.99
703.158,-3.6,1097.973
703.158,0.0,1097.901
703.158,3.6,1097.829
703.158,5.1,1097.799
720.0,-5.3,1098.031
720.0,-3.6,1098.015
720.0,0.0,1097.943
720.0,3.6,1097.87
720.0,5.1,1097.84
740.0,-5.3,1098.076
740.0,-3.6,1098.059
740.0,0.0,1097.987
740.0,3.6,1097.915
740.0,5.1,1097.885
760.0,-5.3,1098.111
760.0,-3.6,1098.094
760.0,0.0,1098.022
760.0,3.6,1097.95
760.0,5.1,1097.92
780.0,-5.3,1098.137
780.0,-3.6,1098.12
780.0,0.0,1098.048
780.0,3.6,1097.976
780.0,5.1,1097.946
800.0,-5.3,1098.153
800.0,-3.6,1098.136
800.0,0.0,1098.064
800.0,3.6,1097.992
800.0,5.1,1097.962
820.0,-5.3,1098.16
820.0,-3.6,1098.143
820.0,0.0,1098.071
820.0,3.6,1097.999
820.0,5.1,1097.969
840.0,-5.3,1098.154
840.0,-3.6,1098.137
840.0,0.0,1098.065
840.0,3.6,1097.993
840.0,5.1,1097.963
860.0,-5.3,1098.132
860.0,-3.6,1098.115
860.0,0.0,1098.043
860.0,3.6,1097.971
860.0,5.1,1097.941
880.0,-5.3,1098.093
880.0,-3.6,1098.076
880.0,0.0,1098.004
880.0,3.6,1097.932
880.0,5.1,1097.902
900.0,-5.3,1098.038
900.0,-3.6,1098.021
900.0,0.0,1097.949
900.0,3.6,1097.877
900.0,5.1,1097.847
920.0,-5.3,1097.978
920.0,-3.6,1097.961
920.0,0.0,1097.889
920.0,3.6,1097.817
920.0,5.1,1097.787
940.0,-5.3,1097.918
940.0,-3.6,1097.901
940.0,0.0,1097.829
940.0,3.6,1097.757
940.0,5.1,1097.727
960.0,-5.3,1097.858
960.0,-3.6,1097.841
960.0,0.0,1097.769
960.0,3.6,1097.697
960.0,5.1,1097.667
980.0,-5.3,1097.797
980.0,-3.6,1097.781
980.0,0.0,1097.708
980.0,3.6,1097.636
980.0,5.1,1097.606
1000.0,-5.3,1097.737
1000.0,-3.6,1097.72
1000.0,0.0,1097.648
1000.0,3.6,1097.576
1000.0,5.1,1097.546
1020.0,-5.3,1097.677
1020.0,-3.6,1097.66
1020.0,0.0,1097.588
1020.0,3.6,1097.516
1020.0,5.1,1097.486
1040.0,-5.3,1097.617
1040.0,-3.6,1097.6
1040.0,0.0,1097.528
1040.0,3.6,1097.456
1040.0,5.1,1097.426
1060.0,-5.3,1097.557
1060.0,-3.6,1097.54
1060.0,0.0,1097.468
1060.0,3.6,1097.396
1060.0,5.1,1097.366
1080.0,-5.3,1097.497
1080.0,-3.6,1097.48
1080.0,0.0,1097.408
1080.0,3.6,1097.336
1080.0,5.1,1097.306
1091.635,-5.3,1097.462
1091.635,-3.6,1097.445
1091.635,0.0,1097.373
1091.635,3.6,1097.301
1091.635,5.1,1097.271
1093.504,-5.3,1097.456
1093.504,-3.6,1097.439
1093.504,0.0,1097.367
1093.504,3.6,1097.295
1093.504,5.1,1097.265
1096.373,-5.3,1097.448
1096.373,-3.6,1097.431
1096.373,0.0,1097.359
1096.373,3.6,1097.287
1096.373,5.1,1097.257
1099.059,-5.3,1097.44
1099.059,-3.6,1097.423
1099.059,0.0,1097.351
1099.059,3.6,1097.279
1099.059,5.1,1097.249
1100.0,-5.3,1097.437
1100.0,-3.6,1097.42
1100.0,0.0,1097.348
1100.0,3.6,1097.276
1100.0,5.1,1097.246
1103.923,-5.3,1097.425
1103.923,-3.6,1097.408
1103.923,0.0,1097.336
1103.923,3.6,1097.264
1103.923,5.1,1097.234
1120.0,-5.3,1097.377
1120.0,-3.6,1097.36
1120.0,0.0,1097.288
1120.0,3.6,1097.216
1120.0,5.1,1097.186
1140.0,-5.3,1097.316
1140.0,-3.6,1097.299
1140.0,0.0,1097.227
1140.0,3.6,1097.155
1140.0,5.1,1097.125
1160.0,-5.3,1097.256
1160.0,-3.6,1097.239
1160.0,0.0,1097.167
1160.0,3.6,1097.095
1160.0,5.1,1097.065
1180.0,-5.3,1097.196
1180.0,-3.6,1097.179
1180.0,0.0,1097.107
1180.0,3.6,1097.035
1180.0,5.1,1097.005
1200.0,-5.3,1097.136
1200.0,-3.6,1097.119
1200.0,0.0,1097.047
1200.0,3.6,1096.975
1200.0,5.1,1096.945
1220.0,-5.3,1097.076
1220.0,-3.6,1097.059
1220.0,0.0,1096.987
1220.0,3.6,1096.915
1220.0,5.1,1096.885
1240.0,-5.3,1097.016
1240.0,-3.6,1096.999
1240.0,0.0,1096.927
1240.0,3.6,1096.855
1240.0,5.1,1096.825
1244.415,-5.3,1097.003
1244.415,-3.6,1096.986
1244.415,0.0,1096.914
1244.415,3.6,1096.842
1244.415,5.1,1096.812
1246.715,-5.3,1096.996
1246.715,-3.6,1096.979
1246.715,0.0,1096.907
1246.715,3.6,1096.835
1246.715,5.1,1096.805
1249.141,-5.3,1096.988
1249.141,-3.6,1096.971
1249.141,0.0,1096.899
1249.141,3.6,1096.827
1249.141,5.1,1096.797
1251.418,-5.3,1096.981
1251.418,-3.6,1096.964
1251.418,0.0,1096.892
1251.418,3.6,1096.82
1251.418,5.1,1096.79
1253.787,-5.3,1096.974
1253.787,-3.6,1096.957
1253.787,0.0,1096.885
1253.787,3.6,1096.813
1253.787,5.1,1096.783
1260.0,-5.3,1096.956
1260.0,-3.6,1096.939
1260.0,0.0,1096.867
1260.0,3.6,1096.795
1260.0,5.1,1096.765
1280.0,-5.3,1096.896
1280.0,-3.6,1096.879
1280.0,0.0,1096.807
1280.0,3.6,1096.734
1280.0,5.1,1096.704
1300.0,-5.3,1096.835
1300.0,-3.6,1096.818
1300.0,0.0,1096.746
1300.0,3.6,1096.674
1300.0,5.1,1096.644
1320.0,-5.3,1096.775
1320.0,-3.6,1096.758
1320.0,0.0,1096.686
1320.0,3.6,1096.614
1320.0,5.1,1096.584
1340.0,-5.3,1096.715
1340.0,-3.6,1096.698
1340.0,0.0,1096.626
1340.0,3.6,1096.554
1340.0,5.1,1096.524
1360.0,-5.3,1096.655
1360.0,-3.6,1096.638
1360.0,0.0,1096.566
1360.0,3.6,1096.494
1360.0,5.1,1096.464
1380.0,-5.3,1096.595
1380.0,-3.6,1096.578
1380.0,0.0,1096.506
1380.0,3.6,1096.434
1380.0,5.1,1096.404
1400.0,-5.3,1096.535
1400.0,-3.6,1096.518
1400.0,0.0,1096.446
1400.0,3.6,1096.374
1400.0,5.1,1096.344
1420.0,-5.3,1096.475
1420.0,-3.6,1096.458
1420.0,0.0,1096.386
1420.0,3.6,1096.314
1420.0,5.1,1096.284
1440.0,-5.3,1096.414
1440.0,-3.6,1096.397
1440.0,0.0,1096.325
1440.0,3.6,1096.253
1440.0,5.1,1096.223
1460.0,-5.3,1096.354
1460.0,-3.6,1096.337
1460.0,0.0,1096.265
1460.0,3.6,1096.193
1460.0,5.1,1096.163
1461.111,-5.3,1096.351
1461.111,-3.6,1096.334
1461.111,0.0,1096.262
1461.111,3.6,1096.19
1461.111,5.1,1096.16
1463.415,-5.3,1096.344
1463.415,-3.6,1096.327
1463.415,0.0,1096.255
1463.415,3.6,1096.183
1463.415,5.1,1096.153
1465.817,-5.3,1096.337
1465.817,-3.6,1096.32
1465.817,0.0,1096.248
1465.817,3.6,1096.176
1465.817,5.1,1096.146
1468.192,-5.3,1096.33
1468.192,-3.6,1096.313
1468.192,0.0,1096.241
1468.192,3.6,1096.169
1468.192,5.1,1096.139
1470.588,-5.3,1096.323
1470.588,-3.6,1096.306
1470.588,0.0,1096.234
1470.588,3.6,1096.161
1470.588,5.1,1096.131
1474.248,-5.3,1096.312
1474.248,-3.6,1096.295
1474.248,0.0,1096.223
1474.248,3.6,1096.151
1474.248,5.1,1096.12
1480.0,-5.3,1096.294
1480.0,-3.6,1096.277
1480.0,0.0,1096.205
1480.0,3.6,1096.133
1480.0,5.1,1096.103
1500.0,-5.3,1096.234
1500.0,-3.6,1096.217
1500.0,0.0,1096.145
1500.0,3.6,1096.073
1500.0,5.1,1096.043
1520.0,-5.3,1096.174
1520.0,-3.6,1096.157
1520.0,0.0,1096.085
1520.0,3.6,1096.013
1520.0,5.1,1095.983
1540.0,-5.3,1096.114
1540.0,-3.6,1096.097
1540.0,0.0,1096.025
1540.0,3.6,1095.953
1540.0,5.1,1095.923
1541.877,-5.3,1096.108
1541.877,-3.6,1096.091
1541.877,0.0,1096.019
1541.877,3.6,1095.947
1541.877,5.1,1095.917
1544.32,-5.3,1096.101
1544.32,-3.6,1096.084
1544.32,0.0,1096.012
1544.32,3.6,1095.94
1544.32,5.1,1095.91
1546.698,-5.3,1096.094
1546.698,-3.6,1096.077
1546.698,0.0,1096.005
1546.698,3.6,1095.933
1546.698,5.1,1095.903
1549.811,-5.3,1096.084
1549.811,-3.6,1096.067
1549.811,0.0,1095.995
1549.811,3.6,1095.923
1549.811,5.1,1095.893
1553.127,-5.3,1096.074
1553.127,-3.6,1096.057
1553.127,0.0,1095.985
1553.127,3.6,1095.913
1553.127,5.1,1095.883
1560.0,-5.3,1096.054
1560.0,-3.6,1096.037
1560.0,0.0,1095.965
1560.0,3.6,1095.893
1560.0,5.1,1095.863
1580.0,-5.3,1095.994
1580.0,-3.6,1095.977
1580.0,0.0,1095.905
1580.0,3.6,1095.833
1580.0,5.1,1095.802
1600.0,-5.3,1095.933
1600.0,-3.6,1095.916
1600.0,0.0,1095.844
1600.0,3.6,1095.772
1600.0,5.1,1095.742
1620.0,-5.3,1095.873
1620.0,-3.6,1095.856
1620.0,0.0,1095.784
1620.0,3.6,1095.712
1620.0,5.1,1095.682
1640.0,-5.3,1095.813
1640.0,-3.6,1095.796
1640.0,0.0,1095.724
1640.0,3.6,1095.652
1640.0,5.1,1095.622
1660.0,-5.3,1095.753
1660.0,-3.6,1095.736
1660.0,0.0,1095.664
1660.0,3.6,1095.592
1660.0,5.1,1095.562
1680.0,-5.3,1095.693
1680.0,-3.6,1095.676
1680.0,0.0,1095.604
1680.0,3.6,1095.532
1680.0,5.1,1095.502
1694.371,-5.3,1095.645
1694.371,-3.6,1095.628
1694.371,0.0,1095.556
1694.371,3.6,1095.484
1694.371,5.1,1095.454
1696.701,-5.3,1095.636
1696.701,-3.6,1095.619
1696.701,0.0,1095.547
1696.701,3.6,1095.475
1696.701,5.1,1095.445
1698.924,-5.3,1095.627
1698.924,-3.6,1095.61
1698.924,0.0,1095.538
1698.924,3.6,1095.466
1698.924,5.1,1095.436
1700.0,-5.3,1095.623
1700.0,-3.6,1095.606
1700.0,0.0,1095.534
1700.0,3.6,1095.462
1700.0,5.1,1095.432
1701.111,-5.3,1095.619
1701.111,-3.6,1095.602
1701.111,0.0,1095.53
1701.111,3.6,1095.458
1701.111,5.1,1095.427
1703.747,-5.3,1095.608
1703.747,-3.6,1095.591
1703.747,0.0,1095.519
1703.747,3.6,1095.447
1703.747,5.1,1095.417
1720.0,-5.3,1095.533
1720.0,-3.6,1095.516
1720.0,0.0,1095.444
1720.0,3.6,1095.372
1720.0,5.1,1095.342
1740.0,-5.3,1095.423
1740.0,-3.6,1095.406
1740.0,0.0,1095.334
1740.0,3.6,1095.262
1740.0,5.1,1095.232
1760.0,-5.3,1095.292
1760.0,-3.6,1095.275
1760.0,0.0,1095.203
1760.0,3.6,1095.131
1760.0,5.1,1095.101
1780.0,-5.3,1095.142
1780.0,-3.6,1095.125
1780.0,0.0,1095.053
1780.0,3.6,1094.981
1780.0,5.1,1094.951
1800.0,-5.3,1094.971
1800.0,-3.6,1094.954
1800.0,0.0,1094.882
1800.0,3.6,1094.81
1800.0,5.1,1094.78
1820.0,-5.3,1094.78
1820.0,-3.6,1094.763
1820.0,0.0,1094.691
1820.0,3.6,1094.619
1820.0,5.1,1094.589
1840.0,-5.3,1094.569
1840.0,-3.6,1094.552
1840.0,0.0,1094.48
1840.0,3.6,1094.408
1840.0,5.1,1094.378
1860.0,-5.3,1094.337
1860.0,-3.6,1094.32
1860.0,0.0,1094.248
1860.0,3.6,1094.176
1860.0,5.1,1094.146
1880.0,-5.3,1094.086
1880.0,-3.6,1094.069
1880.0,0.0,1093.997
1880.0,3.6,1093.925
1880.0,5.1,1093.895
1900.0,-5.3,1093.814
1900.0,-3.6,1093.797
1900.0,0.0,1093.725
1900.0,3.6,1093.653
1900.0,5.1,1093.623
1920.0,-5.3,1093.522
1920.0,-3.6,1093.505
1920.0,0.0,1093.433
1920.0,3.6,1093.361
1920.0,5.1,1093.331
1940.0,-5.3,1093.213
1940.0,-3.6,1093.196
1940.0,0.0,1093.124
1940.0,3.6,1093.052
1940.0,5.1,1093.021
1960.0,-5.3,1092.9
1960.0,-3.6,1092.883
1960.0,0.0,1092.811
1960.0,3.6,1092.739
1960.0,5.1,1092.709
1980.0,-5.3,1092.588
1980.0,-3.6,1092.571
1980.0,0.0,1092.499
1980.0,3.6,1092.427
1980.0,5.1,1092.397
2000.0,-5.3,1092.275
2000.0,-3.6,1092.258
2000.0,0.0,1092.186
2000.0,3.6,1092.114
2000.0,5.1,1092.084
2020.0,-5.3,1091.963
2020.0,-3.6,1091.946
2020.0,0.0,1091.874
2020.0,3.6,1091.802
2020.0,5.1,1091.772
2040.0,-5.3,1091.65
2040.0,-3.6,1091.633
2040.0,0.0,1091.561
2040.0,3.6,1091.489
2040.0,5.1,1091.459
2060.0,-5.3,1091.338
2060.0,-3.6,1091.321
2060.0,0.0,1091.249
2060.0,3.6,1091.177
2060.0,5.1,1091.147
2080.0,-5.3,1091.025
2080.0,-3.6,1091.008
2080.0,0.0,1090.936
2080.0,3.6,1090.864
2080.0,5.1,1090.834
2100.0,-5.3,1090.713
2100.0,-3.6,1090.696
2100.0,0.0,1090.624
2100.0,3.6,1090.552
2100.0,5.1,1090.522
2120.0,-5.3,1090.401
2120.0,-3.6,1090.384
2120.0,0.0,1090.312
2120.0,3.6,1090.24
2120.0,5.1,1090.209
2140.0,-5.3,1090.088
2140.0,-3.6,1090.071
2140.0,0.0,1089.999
2140.0,3.6,1089.927
2140.0,5.1,1089.897
2160.0,-5.3,1089.776
2160.0,-3.6,1089.759
2160.0,0.0,1089.687
2160.0,3.6,1089.615
2160.0,5.1,1089.585
2180.0,-5.3,1089.463
2180.0,-3.6,1089.446
2180.0,0.0,1089.374
2180.0,3.6,1089.302
2180.0,5.1,1089.272
2184.707,-5.3,1089.39
2184.707,-3.6,1089.373
2184.707,0.0,1089.301
2184.707,3.6,1089.229
2184.707,5.1,1089.199
2188.701,-5.3,1089.327
2188.701,-3.6,1089.31
2188.701,0.0,1089.238
2188.701,3.6,1089.166
2188.701,5.1,1089.136
2192.587,-5.3,1089.267
2192.587,-3.6,1089.25
2192.587,0.0,1089.178
2192.587,3.6,1089.106
2192.587,5.1,1089.076
2196.288,-5.3,1089.211
2196.288,-3.6,1089.194
2196.288,0.0,1089.122
2196.288,3.6,1089.05
2196.288,5.1,1089.02
2200.0,-5.3,1089.155
2200.0,-3.6,1089.138
2200.0,0.0,1089.066
2200.0,3.6,1088.994
2200.0,5.1,1088.964
2220.0,-5.3,1088.867
2220.0,-3.6,1088.85
2220.0,0.0,1088.778
2220.0,3.6,1088.706
2220.0,5.1,1088.676
2240.0,-5.3,1088.6
2240.0,-3.6,1088.583
2240.0,0.0,1088.511
2240.0,3.6,1088.439
2240.0,5.1,1088.409
2260.0,-5.3,1088.354
2260.0,-3.6,1088.337
2260.0,0.0,1088.265
2260.0,3.6,1088.193
2260.0,5.1,1088.163
2280.0,-5.3,1088.129
2280.0,-3.6,1088.112
2280.0,0.0,1088.04
2280.0,3.6,1087.968
2280.0,5.1,1087.938
2300.0,-5.3,1087.926
2300.0,-3.6,1087.909
2300.0,0.0,1087.837
2300.0,3.6,1087.765
2300.0,5.1,1087.735
2320.0,-5.3,1087.743
2320.0,-3.6,1087.726
2320.0,0.0,1087.654
2320.0,3.6,1087.582
2320.0,5.1,1087.552
2340.0,-5.3,1087.582
2340.0,-3.6,1087.565
2340.0,0.0,1087.493
2340.0,3.6,1087.421
2340.0,5.1,1087.391
2343.977,-5.3,1087.552
2343.977,-3.6,1087.535
2343.977,0.0,1087.463
2343.977,3.6,1087.391
2343.977,5.1,1087.361
2348.279,-5.3,1087.529
2348.279,-3.6,1087.512
2348.279,0.0,1087.432
2348.279,3.6,1087.352
2348.279,5.1,1087.319
2351.931,-5.3,1087.513
2351.931,-3.6,1087.496
2351.931,0.0,1087.407
2351.931,3.6,1087.318
2351.931,5.1,1087.281
2356.135,-5.3,1087.494
2356.135,-3.6,1087.477
2356.135,0.0,1087.378
2356.135,3.6,1087.279
2356.135,5.1,1087.238
2359.739,-5.3,1087.479
2359.739,-3.6,1087.462
2359.739,0.0,1087.354
2359.739,3.6,1087.246
2359.739,5.1,1087.201
2360.0,-5.3,1087.478
2360.0,-3.6,1087.461
2360.0,0.0,1087.353
2360.0,3.6,1087.244
2360.0,5.1,1087.199
2370.0,-5.3,1087.433
2370.0,-3.6,1087.416
2370.0,0.0,1087.29
2370.0,3.6,1087.164
2370.0,5.1,1087.112
2380.0,-5.3,1087.375
2380.0,-3.6,1087.359
2380.0,0.0,1087.233
2380.0,3.6,1087.107
2380.0,5.1,1087.054
2390.0,-5.3,1087.323
2390.0,-3.6,1087.306
2390.0,0.0,1087.18
2390.0,3.6,1087.054
2390.0,5.1,1087.001
2400.0,-5.3,1087.275
2400.0,-3.6,1087.258
2400.0,0.0,1087.132
2400.0,3.6,1087.006
2400.0,5.1,1086.954
2410.0,-5.3,1087.233
2410.0,-3.6,1087.216
2410.0,0.0,1087.09
2410.0,3.6,1086.964
2410.0,5.1,1086.911
2420.0,-5.3,1087.195
2420.0,-3.6,1087.178
2420.0,0.0,1087.052
2420.0,3.6,1086.926
2420.0,5.1,1086.874
2430.0,-5.3,1087.162
2430.0,-3.6,1087.145
2430.0,0.0,1087.019
2430.0,3.6,1086.893
2430.0,5.1,1086.841
2440.0,-5.3,1087.135
2440.0,-3.6,1087.118
2440.0,0.0,1086.992
2440.0,3.6,1086.866
2440.0,5.1,1086.813
2450.0,-5.3,1087.112
2450.0,-3.6,1087.095
2450.0,0.0,1086.969
2450.0,3.6,1086.843
2450.0,5.1,1086.791
2460.0,-5.3,1087.094
2460.0,-3.6,1087.077
2460.0,0.0,1086.951
2460.0,3.6,1086.825
2460.0,5.1,1086.773
2470.0,-5.3,1087.081
2470.0,-3.6,1087.064
2470.0,0.0,1086.938
2470.0,3.6,1086.813
2470.0,5.1,1086.76
2479.855,-5.3,1087.074
2479.855,-3.6,1087.057
2479.855,0.0,1086.931
2479.855,3.6,1086.805
2479.855,5.1,1086.752
2480.0,-5.3,1087.074
2480.0,-3.6,1087.057
2480.0,0.0,1086.931
2480.0,3.6,1086.805
2480.0,5.1,1086.752
2490.0,-5.3,1087.071
2490.0,-3.6,1087.054
2490.0,0.0,1086.928
2490.0,3.6,1086.802
2490.0,5.1,1086.75
2500.0,-5.3,1087.073
2500.0,-3.6,1087.056
2500.0,0.0,1086.93
2500.0,3.6,1086.804
2500.0,5.1,1086.752
2510.0,-5.3,1087.08
2510.0,-3.6,1087.063
2510.0,0.0,1086.937
2510.0,3.6,1086.811
2510.0,5.1,1086.759
2520.0,-5.3,1087.092
2520.0,-3.6,1087.075
2520.0,0.0,1086.949
