2,31.8205462,54.63803035,1385.06
3,31.82064733,54.63815268,1384.864
4,31.82077584,54.63829949,1385.059
5,31.82089888,54.63845139,1385.6
6,31.82102036,54.63860573,1385.878
7,31.82114228,54.63875977,1386.214
8,31.8212633,54.63891477,1386.362
9,31.8213853,54.63906903,1386.478
10,31.82150692,54.63922267,1386.592
11,31.82162875,54.6393764,1386.506
12,31.82174931,54.63952808,1386.569
13,31.82187377,54.63968457,1386.63
14,31.82199395,54.63983641,1386.74
15,31.82211646,54.63999066,1386.882
16,31.82223915,54.64014543,1386.957
17,31.82236086,54.64029866,1387.055
18,31.82248301,54.64045249,1387.176
19,31.82260504,54.64059559,1387.461
20,31.82260069,54.64063058,1387.424
21,31.82243587,54.64075152,1387.026
22,31.82231831,54.64080372,1387.452
23,31.82218196,54.64064739,1387.731
24,31.82205425,54.64049165,1387.603
25,31.82193221,54.64033945,1387.595
26,31.82181062,54.64018604,1387.489
27,31.82168853,54.64003293,1387.366
28,31.82156636,54.63987914,1387.251
29,31.82144396,54.63972478,1387.263
30,31.82132218,54.63957101,1387.277
31,31.82119933,54.63941662,1386.915
32,31.82107661,54.63926263,1386.671
33,31.82095436,54.63910884,1386.484
34,31.82083285,54.63895635,1386.385
35,31.82070986,54.63880205,1386.261
36,31.82058748,54.63864844,1386.168
37,31.82046518,54.63849531,1386.132
38,31.82034294,54.63834188,1386.021
39,31.82022045,54.63818821,1385.814
40,31.82009921,54.63804252,1385.657
41,31.82002814,54.63800209,1385.585
42,31.81986063,54.63807739,1384.75
43,31.81976218,54.63817098,1384.869
44,31.81988024,54.63833959,1384.634
45,31.82000526,54.63849583,1384.628
46,31.82012708,54.63865036,1385.308
47,31.82024686,54.63880158,1385.635
48,31.82037182,54.63895811,1386.009
49,31.8204934,54.63911156,1386.586
50,31.82061454,54.63926416,1386.834
51,31.82073678,54.63941825,1386.917
52,31.82085844,54.63957142,1386.923
53,31.82098086,54.63972588,1387.026
54,31.82110318,54.63988026,1387.392
55,31.8212247,54.64003365,1387.538
56,31.82134618,54.64018669,1387.615
57,31.8214687,54.64033975,1387.837
58,31.82159084,54.6404932,1388.037
59,31.82171329,54.64064728,1388.111
60,31.82183598,54.64080139,1388.448
61,31.82195822,54.64094847,1388.922
62,31.82198426,54.64101841,1389.089
63,31.82181948,54.64113986,1387.995
64,31.82170216,54.64119111,1387.984
65,31.82156506,54.64103352,1388.171
66,31.82143937,54.64088032,1387.911
67,31.82131887,54.64073021,1387.735
68,31.82119655,54.64057621,1387.615
69,31.82107464,54.64042282,1387.512
70,31.82095229,54.64026865,1387.396
71,31.8208305,54.64011498,1387.411
72,31.82070806,54.63996114,1387.301
73,31.82058623,54.63980778,1387.089
74,31.82046355,54.63965327,1386.811
75,31.82034274,54.63950147,1386.658
76,31.82022008,54.63934744,1386.391
77,31.82009589,54.63919228,1386.101
78,31.81997481,54.63904021,1385.741
79,31.81985284,54.63888632,1385.633
80,31.81973069,54.63873109,1385.47
81,31.81960817,54.6385776,1385.114
82,31.81948695,54.63842794,1384.769
83,31.81939057,54.63836072,1384.727
84,31.81922309,54.63843662,1384.977
85,31.81912426,54.63853054,1385.992
86,31.81924174,54.63869967,1386.003
87,31.81936265,54.63885379,1386.195
88,31.81948755,54.63901004,1386.826
89,31.81961043,54.63916392,1387.302
90,31.8197326,54.63931664,1387.452
91,31.81985263,54.63946945,1387.481
92,31.8199768,54.63962606,1387.56
93,31.82009683,54.63977677,1387.658
94,31.82022191,54.63993374,1387.425
95,31.82034439,54.64008726,1387.364
96,31.82046455,54.64023806,1387.264
97,31.82058801,54.64039352,1387.521
98,31.82070778,54.64054476,1387.475
99,31.82083253,54.64070087,1387.62
100,31.82095281,54.64085111,1387.656
101,31.82107716,54.64100805,1387.547
102,31.8211969,54.64115967,1387.625
103,31.82131833,54.6413112,1387.9
104,31.82137117,54.64140687,1388.296
105,31.82120564,54.64153032,1388.284
106,31.82108853,54.64158316,1388.935
107,31.82095291,54.64142606,1389.018
108,31.82082549,54.64127045,1388.744
109,31.82070392,54.64111873,1388.74
110,31.82058277,54.64096592,1388.465
111,31.82046065,54.6408117,1388.351
112,31.82033846,54.64065833,1388.249
113,31.82021624,54.64050445,1388.063
114,31.82009418,54.6403513,1387.878
115,31.81997047,54.64019598,1387.638
116,31.81984952,54.64004408,1387.405
117,31.81972692,54.63989001,1387.241
118,31.81960424,54.63973547,1386.98
119,31.81948198,54.63958171,1386.576
120,31.81936011,54.63942928,1385.92
121,31.81923855,54.63927594,1385.58
122,31.81911715,54.63912444,1385.333
123,31.8189928,54.63896868,1385.08
124,31.81887151,54.63881623,1384.963
125,31.81874953,54.63872108,1385.009
126,31.81858258,54.6387962,1384.563
127,31.8184851,54.63888988,1384.634
128,31.8186003,54.63905632,1384.186
129,31.81872593,54.63921403,1384.031
130,31.81884811,54.63936778,1384.462
131,31.81896976,54.63952207,1384.728
132,31.81909289,54.63967776,1385.308
133,31.81921599,54.63983232,1386.1
134,31.81933643,54.63998286,1386.503
135,31.81946124,54.64014032,1386.774
136,31.81958247,54.64029312,1387.307
137,31.8197048,54.64044643,1387.363
138,31.81982445,54.64059747,1387.086
139,31.81994839,54.64075375,1386.922
140,31.82006861,54.6409047,1386.816
141,31.82019201,54.64105908,1387.125
142,31.82031451,54.64121259,1387.406
143,31.82043612,54.64136597,1387.717
144,31.82055805,54.64152015,1387.878
145,31.82068154,54.64167482,1387.962
146,31.82075775,54.64179867,1388.059
147,31.82058734,54.64191153,1387.176
148,31.82046479,54.6419587,1387.391
149,31.82032987,54.64180342,1387.77
150,31.82020142,54.64164738,1387.637
151,31.82008123,54.64149717,1387.585
152,31.81995901,54.64134348,1387.494
153,31.8198372,54.64118932,1387.454
154,31.8197144,54.64103456,1387.449
155,31.81959363,54.6408834,1387.283
156,31.81946962,54.64072789,1387.034
157,31.81934876,54.64057455,1386.897
158,31.81922655,54.64042116,1386.699
159,31.81910416,54.6402677,1386.521
160,31.81898134,54.64011402,1386.195
161,31.81885874,54.63995924,1385.935
162,31.81873679,54.63980614,1385.768
163,31.81861662,54.63965563,1385.499
164,31.81849226,54.63949863,1385.145
165,31.81837194,54.63934821,1385.178
166,31.81824759,54.63919136,1385.197
167,31.81811458,54.639081,1385.356
168,31.81794828,54.63915623,1385.112
169,31.81784828,54.63924918,1385.618
170,31.81796591,54.63941913,1385.267
171,31.81809162,54.63957566,1385.45
172,31.81821343,54.639729,1385.824
173,31.81833305,54.63987995,1386.121
174,31.81845673,54.64003613,1386.421
175,31.81857708,54.64018838,1386.586
176,31.81869926,54.640343,1386.418
177,31.81882208,54.64049712,1386.49
178,31.81894457,54.64065092,1386.652
179,31.81906686,54.64080463,1386.951
180,31.8191891,54.64095863,1387.215
181,31.81930928,54.64111,1387.374
182,31.81943253,54.64126393,1387.555
183,31.8195544,54.64141743,1387.688
184,31.81967703,54.64157202,1387.746
185,31.81979977,54.64172551,1387.915
186,31.8199218,54.64187918,1388.172
187,31.82004236,54.64203079,1388.232
188,31.82010513,54.64213774,1388.342
189,31.81993001,54.64223886,1387.427
190,31.81979842,54.64228158,1387.422
191,31.81966251,54.64212575,1387.65
192,31.81953581,54.64197162,1387.699
193,31.81941342,54.64181972,1387.842
194,31.81929177,54.64166622,1387.829
195,31.8191695,54.64151185,1387.857
196,31.81904785,54.6413581,1387.724
197,31.81892715,54.64120605,1387.494
198,31.81880287,54.64105022,1387.181
199,31.81868063,54.64089699,1386.952
200,31.81855843,54.64074336,1386.656
201,31.81843586,54.64058997,1386.431
202,31.81831329,54.64043684,1386.206
203,31.8181914,54.64028369,1386.0
204,31.81806939,54.64012999,1385.906
205,31.81794658,54.63997589,1385.786
206,31.81782376,54.63982252,1385.557
207,31.81770352,54.63967142,1385.372
208,31.81758145,54.63951917,1385.173
209,31.81747437,54.63944109,1385.082
210,31.81730683,54.63951627,1384.714
211,31.81720996,54.63961032,1384.261
212,31.81732629,54.63977942,1383.735
213,31.81745004,54.6399346,1384.024
214,31.81757201,54.64008766,1384.763
215,31.81769449,54.64024153,1385.488
216,31.81781717,54.64039613,1386.165
217,31.81793796,54.64054924,1386.596
218,31.81806003,54.64070329,1386.679
219,31.81818329,54.64085843,1387.127
220,31.81830601,54.64101246,1387.466
221,31.81842831,54.64116619,1387.625
222,31.81855201,54.64132108,1388.063
223,31.81867462,54.64147468,1388.479
224,31.81879768,54.64162791,1388.638
225,31.81892004,54.64178152,1388.869
226,31.81904227,54.64193551,1389.117
227,31.81916392,54.64208976,1389.165
228,31.81928628,54.64224432,1389.118
229,31.81940844,54.64239176,1389.563
230,31.8194394,54.64246239,1389.84
231,31.81926268,54.6425641,1388.452
232,31.81912975,54.64260678,1388.25
233,31.81899565,54.64244895,1388.449
234,31.8188687,54.64229425,1388.355
235,31.81874704,54.64214265,1388.21
236,31.81862531,54.64198914,1388.127
237,31.81850311,54.64183477,1387.983
238,31.81838071,54.64168092,1388.003
239,31.81826087,54.64152988,1387.765
240,31.81813841,54.641376,1387.547
241,31.81801604,54.64122227,1387.498
242,31.81789304,54.64106887,1387.371
243,31.81777148,54.64091587,1387.191
244,31.81764913,54.64076284,1386.951
245,31.8175264,54.64060915,1386.795
246,31.81740318,54.64045488,1386.713
247,31.81728109,54.64030182,1386.711
248,31.81715827,54.64014703,1386.707
249,31.81703522,54.63999387,1386.535
250,31.81691367,54.63984583,1386.363
251,31.81683806,54.63980171,1386.156
252,31.81667124,54.63987701,1384.816
253,31.8165739,54.63997234,1384.212
254,31.81668986,54.6401397,1383.758
255,31.81681671,54.6402995,1384.033
256,31.81693865,54.64045313,1384.884
257,31.81706002,54.64060624,1385.361
258,31.8171804,54.64075779,1385.682
259,31.81730228,54.64091198,1386.015
260,31.81742396,54.64106563,1386.39
261,31.81754641,54.64121952,1386.569
262,31.81766907,54.64137346,1387.175
263,31.81779092,54.64152744,1387.737
264,31.81791381,54.64168118,1388.139
265,31.81803593,54.64183455,1388.594
266,31.81815762,54.64198807,1388.768
267,31.81828001,54.64214229,1388.799
268,31.81840304,54.64229655,1388.979
269,31.81852621,54.64245034,1389.453
270,31.81864635,54.64260167,1389.637
271,31.81877272,54.64274638,1390.151
272,31.8187713,54.642785,1390.143
273,31.81859569,54.64288525,1389.004
274,31.81846246,54.64292803,1389.285
275,31.81832831,54.64277112,1389.458
276,31.81820089,54.64261696,1389.231
277,31.8180801,54.64246756,1389.21
278,31.81795571,54.64231138,1389.231
279,31.81783477,54.64215971,1388.939
280,31.81771085,54.64200405,1388.609
281,31.81758933,54.64185212,1388.26
282,31.81746663,54.64169851,1388.014
283,31.81734201,54.64154267,1387.897
284,31.81722169,54.64139046,1387.806
285,31.81709841,54.64123626,1387.655
286,31.81697577,54.64108164,1387.355
287,31.81685262,54.64092776,1387.22
288,31.81673147,54.64077604,1386.953
289,31.81660877,54.64062181,1386.749
290,31.81648653,54.64046833,1386.543
291,31.81636458,54.6403154,1386.209
292,31.81623743,54.64017437,1385.97
293,31.81619612,54.64016049,1385.82
294,31.81602951,54.6402377,1385.283
295,31.8159321,54.64033059,1385.955
296,31.81604686,54.64049772,1385.565
297,31.81617138,54.64065507,1385.761
298,31.81629374,54.64080852,1386.318
299,31.81641713,54.64096259,1386.846
300,31.81654139,54.64111877,1387.339
301,31.8166621,54.64126986,1387.594
302,31.81678667,54.6414259,1387.972
303,31.8169078,54.64157834,1388.133
304,31.81702962,54.64173219,1388.242
305,31.81714994,54.64188382,1388.615
306,31.81727429,54.64204038,1388.984
307,31.81739411,54.6421917,1389.118
308,31.81751869,54.64234711,1389.407
309,31.8176403,54.64249824,1389.579
310,31.81776207,54.64265251,1389.768
311,31.81788484,54.64280764,1390.282
312,31.81800897,54.64296362,1390.828
313,31.81809939,54.64310755,1391.309
314,31.81792425,54.64320855,1390.392
315,31.81779289,54.64324989,1390.373
316,31.81765965,54.64309524,1390.541
317,31.81753373,54.64294151,1390.421
318,31.81741192,54.64278927,1390.327
319,31.81728803,54.64263227,1390.149
320,31.81716803,54.6424806,1390.045
321,31.8170433,54.64232411,1389.911
322,31.81692269,54.64217276,1389.682
323,31.81679908,54.64201775,1389.346
324,31.81667659,54.64186372,1388.964
325,31.81655387,54.64170952,1388.663
326,31.81643127,54.6415549,1388.211
327,31.81630847,54.641402,1387.818
328,31.81618548,54.64124778,1387.474
329,31.81606241,54.64109333,1387.153
330,31.81594136,54.6409408,1386.816
331,31.81581883,54.64078718,1386.526
332,31.81569534,54.64063242,1386.31
333,31.81555872,54.64051627,1386.212
334,31.81539015,54.64059185,1385.928
335,31.81529205,54.64068508,1386.178
336,31.81540995,54.64085605,1386.26
337,31.81553144,54.6410093,1386.409
338,31.8156561,54.64116514,1386.968
339,31.81577643,54.64131725,1387.612
340,31.81589876,54.64147093,1388.206
341,31.81602082,54.64162463,1388.536
342,31.81614312,54.64178011,1389.09
343,31.81626686,54.64193618,1389.355
344,31.81638742,54.64208801,1389.699
