,0
1404-06-07,1
1404-06-08,2
1404-06-09,10
1404-06-11,17
1404-06-12,27
1404-06-13,36
1404-06-15,1
1404-06-16,15
1404-06-17,5
1404-06-18,14
1404-06-22,6
1404-06-23,9
1404-06-24,8
1404-06-25,17
1404-06-26,33
1404-06-27,9
1404-06-29,23
1404-06-30,41
1404-06-31,12
1404-07-01,70
1404-07-02,30
1404-07-03,3
1404-07-05,40
1404-07-06,67
1404-07-07,27
1404-07-08,4
1404-07-14,2
